# x,rho,u,p
-9.899999999999999911e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-9.699999999999999734e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-9.499999999999999556e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-9.299999999999999378e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-9.100000000000000311e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-8.900000000000000133e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-8.699999999999999956e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-8.499999999999999778e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-8.300000000000000711e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-8.100000000000000533e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-7.900000000000000355e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-7.700000000000000178e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-7.500000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-7.299999999999999822e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-7.099999999999999645e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-6.899999999999999467e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-6.699999999999999289e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-6.499999999999999112e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-6.300000000000000044e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-6.099999999999999867e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-5.900000000000000799e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-5.700000000000000622e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-5.500000000000000444e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-5.300000000000000266e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-5.100000000000000089e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-4.899999999999999911e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-4.699999999999999734e-01 9.999999963592198782e-01 4.307829059444666870e-09 9.999999949029078072e-01
-4.499999999999999556e-01 9.999998873325731674e-01 1.333098668181231942e-07 9.999998422656346531e-01
-4.299999999999999933e-01 9.999984042496538050e-01 1.888114120685499053e-06 9.999977659536756214e-01
-4.100000000000000311e-01 9.999860222665244436e-01 1.653855391663150589e-05 9.999804313993023719e-01
-3.900000000000000133e-01 9.999142119635090475e-01 1.015037057715408400e-04 9.998799032462422076e-01
-3.699999999999999956e-01 9.996048685816971702e-01 4.675160542519627999e-04 9.994469271523545029e-01
-3.499999999999999778e-01 9.985728344269584333e-01 1.688812086029584537e-03 9.980031883636889534e-01
-3.299999999999999600e-01 9.958260041840132359e-01 4.941900159018797201e-03 9.941654929772822946e-01
-3.099999999999999423e-01 9.898466967914906212e-01 1.203954217681338368e-02 9.858335214572946370e-01
-2.899999999999999800e-01 9.789375914147627755e-01 2.505614515827206748e-02 9.707025805069071644e-01
-2.700000000000000178e-01 9.618154388347375239e-01 4.568076139628991783e-02 9.471254536067490459e-01
-2.500000000000000000e-01 9.380612541757276102e-01 7.472367908887637966e-02 9.147458033590446513e-01
-2.299999999999999822e-01 9.081565715578520104e-01 1.120560180733713024e-01 8.745098685852980003e-01
-2.099999999999999645e-01 8.731876419030352166e-01 1.568911234181650516e-01 8.281925164152015295e-01
-1.899999999999999467e-01 8.344727745691273846e-01 2.081484222705491383e-01 7.778285819088317510e-01
-1.699999999999999845e-01 7.932899747278064906e-01 2.647239431555961642e-01 7.253126685617377056e-01
-1.500000000000000222e-01 7.507428036216505784e-01 3.256284359771403070e-01 6.722149588523332886e-01
-1.300000000000000044e-01 7.077278782045253180e-01 3.900252597731729276e-01 6.197493314918859353e-01
-1.099999999999999867e-01 6.649561681201637819e-01 4.572099263698951588e-01 5.688183346586288547e-01
-8.999999999999996891e-02 6.230030582175724030e-01 5.265574063795582793e-01 5.200851962777303106e-01
-6.999999999999995115e-02 5.823295757942260620e-01 5.974451253630495007e-01 4.740522929019821419e-01
-4.999999999999998890e-02 5.434486158485509755e-01 6.691389117885038207e-01 4.311379241945926810e-01
-3.000000000000002665e-02 5.068359083001108267e-01 7.405874998352527383e-01 3.917733284413363881e-01
-1.000000000000000888e-02 4.731036043135453673e-01 8.100143792593264003e-01 3.565625405259053027e-01
1.000000000000000888e-02 4.435510973610088392e-01 8.738559528215237293e-01 3.266636702114156243e-01
