# x,rho,u,p
-9.899999999999999911e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-9.699999999999999734e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-9.499999999999999556e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-9.299999999999999378e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-9.100000000000000311e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-8.900000000000000133e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-8.699999999999999956e-01 1.000000000000000000e+00 1.918438519091695831e-17 1.000000000000000000e+00
-8.499999999999999778e-01 1.000000000000000000e+00 1.859200745499672368e-16 1.000000000000000000e+00
-8.300000000000000711e-01 9.999999999999993339e-01 1.292741686825089531e-15 9.999999999999991118e-01
-8.100000000000000533e-01 9.999999999999961142e-01 6.967600052747453289e-15 9.999999999999942268e-01
-7.900000000000000355e-01 9.999999999999795719e-01 3.466766706895554587e-14 9.999999999999711342e-01
-7.700000000000000178e-01 9.999999999999004130e-01 1.668591853747106182e-13 9.999999999998603339e-01
-7.500000000000000000e-01 9.999999999995319300e-01 7.779820213360519854e-13 9.999999999993449684e-01
-7.299999999999999822e-01 9.999999999978761434e-01 3.511687934802685570e-12 9.999999999970270448e-01
-7.099999999999999645e-01 9.999999999906744597e-01 1.534411588678438083e-11 9.999999999869444434e-01
-6.899999999999999467e-01 9.999999999603760292e-01 6.485695710312112116e-11 9.999999999445270404e-01
-6.699999999999999289e-01 9.999999998372240961e-01 2.649906771786207391e-10 9.999999997721138456e-01
-6.499999999999999112e-01 9.999999993539779863e-01 1.045709773120441574e-09 9.999999990955689144e-01
-6.300000000000000044e-01 9.999999975251190332e-01 3.982176500696665280e-09 9.999999965351666908e-01
-6.099999999999999867e-01 9.999999908564172202e-01 1.462021445073383751e-08 9.999999871989841971e-01
-5.900000000000000799e-01 9.999999674531302452e-01 5.169825107861289097e-08 9.999999544343829427e-01
-5.700000000000000622e-01 9.999998884996535997e-01 1.758807440986164556e-07 9.999998438995123529e-01
-5.500000000000000444e-01 9.999996327814680841e-01 5.750092664505638729e-07 9.999994858940364217e-01
-5.300000000000000266e-01 9.999988387633901299e-01 1.804250109235038724e-06 9.999983742685720767e-01
-5.100000000000000089e-01 9.999964788481084943e-01 5.426090797783955241e-06 9.999950703859080692e-01
-4.899999999999999911e-01 9.999897768583865254e-01 1.561688013158906013e-05 9.999856875909581833e-01
-4.699999999999999734e-01 9.999716255317856461e-01 4.294428540301656235e-05 9.999602756727856701e-01
-4.499999999999999556e-01 9.999248452899431872e-01 1.126261772004794439e-04 9.998947829873319204e-01
-4.299999999999999933e-01 9.998104000444403283e-01 2.811532966723930558e-04 9.997345579704034479e-01
-4.100000000000000311e-01 9.995453605398277874e-01 6.666451393507134750e-04 9.993634962411496181e-01
-3.900000000000000133e-01 9.989661244362360026e-01 1.498025028100148344e-03 9.985525496431625347e-01
-3.699999999999999956e-01 9.977755435889387181e-01 3.182941264202023002e-03 9.968857441186429469e-01
-3.499999999999999778e-01 9.954822037910222576e-01 6.381118859664642283e-03 9.936754453289502464e-01
-3.299999999999999600e-01 9.913568588347944077e-01 1.204958283493853463e-02 9.879026098532986966e-01
-3.099999999999999423e-01 9.844477871369171629e-01 2.141040733756661985e-02 9.782424797990697529e-01
-2.899999999999999800e-01 9.736957511093602413e-01 3.580204701754163138e-02 9.632362240023146782e-01
-2.700000000000000178e-01 9.581512262753627551e-01 5.642657924527896135e-02 9.416151369085304923e-01
-2.500000000000000000e-01 9.372292006677894749e-01 8.407813016196966083e-02 9.126827331473671423e-01
-2.299999999999999822e-01 9.108851162512097144e-01 1.189742345103995125e-01 8.765761046870169659e-01
-2.099999999999999645e-01 8.796226161554904222e-01 1.607693560774784147e-01 8.342623210543844703e-01
-1.899999999999999467e-01 8.443306379489852187e-01 2.087282089955261599e-01 7.872655067971560117e-01
-1.699999999999999845e-01 8.060511659016611485e-01 2.619619727529862718e-01 7.372870190886436914e-01
-1.500000000000000222e-01 7.657696171411499941e-01 3.196286787772140703e-01 6.858812377987175690e-01
-1.300000000000000044e-01 7.243070989918315439e-01 3.810500979728969617e-01 6.342952686979183019e-01
-1.099999999999999867e-01 6.822693179631316163e-01 4.457632197516701589e-01 5.834255361603983836e-01
-8.999999999999996891e-02 6.400786419479107536e-01 5.135221291840367241e-01 5.338687183603817443e-01
-6.999999999999995115e-02 5.979629964317000335e-01 5.843172675709275010e-01 4.859620132687414995e-01
-4.999999999999998890e-02 5.560203657941031885e-01 6.583748654352076235e-01 4.398591644782769983e-01
-3.000000000000002665e-02 5.141419765727640590e-01 7.362687143394126554e-01 3.955243014652172762e-01
-1.000000000000000888e-02 4.720796600498829432e-01 8.188848610058991895e-01 3.528449663057892649e-01
1.000000000000000888e-02 4.294297524096213348e-01 9.061197924224129174e-01 3.122096201798438275e-01
